0,0,1p5D7ksgPDxNxEZKetet6fr3Em8=,XV5hg3iDQ/Lv0xyiCRRE4OPoFmM=
0,1,1p5D7ksgPDxNxEZKetet6fr3Em8=,XV5hg3iDQ/Lv0xyiCRRE4OPoFmM=
0,2,1p5D7ksgPDxNxEZKetet6fr3Em8=,XV5hg3iDQ/Lv0xyiCRRE4OPoFmM=
0,3,1p5D7ksgPDxNxEZKetet6fr3Em8=,XV5hg3iDQ/Lv0xyiCRRE4OPoFmM=
0,5,1p5D7ksgPDxNxEZKetet6fr3Em8=,yK/LMArbyluoTccBgQQOdfJImIM=
1,1,1p5D7ksgPDxNxEZKetet6fr3Em8=,MvptnF9y26w5JVztEDTWo3piUqs=
1,0,g9BEfp26CE2h3fGCfnWIGlPewCs=,MvptnF9y26w5JVztEDTWo3piUqs=
1,3,g9BEfp26CE2h3fGCfnWIGlPewCs=,MvptnF9y26w5JVztEDTWo3piUqs=
1,2,g9BEfp26CE2h3fGCfnWIGlPewCs=,MvptnF9y26w5JVztEDTWo3piUqs=
1,5,g9BEfp26CE2h3fGCfnWIGlPewCs=,pwjqpJrp31vKI+uVFrQnBc+dPk0=
1,4,g9BEfp26CE2h3fGCfnWIGlPewCs=,iawkmZgrO7sKooYUKlhEjrSmFd8=
2,2,g9BEfp26CE2h3fGCfnWIGlPewCs=,MvptnF9y26w5JVztEDTWo3piUqs=
2,3,g9BEfp26CE2h3fGCfnWIGlPewCs=,pwjqpJrp31vKI+uVFrQnBc+dPk0=
2,0,g9BEfp26CE2h3fGCfnWIGlPewCs=,6FpGmZbwQMjGFZPxZ5Hfdz5vJBg=
2,1,g9BEfp26CE2h3fGCfnWIGlPewCs=,6FpGmZbwQMjGFZPxZ5Hfdz5vJBg=
2,5,g9BEfp26CE2h3fGCfnWIGlPewCs=,CR9OsWv6OdMAfpeXFqtiZZ9ifUw=
3,3,g9BEfp26CE2h3fGCfnWIGlPewCs=,rM1GQLGquzkuWflsLQaw7rxA6jk=
3,2,g9BEfp26CE2h3fGCfnWIGlPewCs=,C/gmTFj7J9sRuOcO//bdILPyIFI=
3,1,g9BEfp26CE2h3fGCfnWIGlPewCs=,C/gmTFj7J9sRuOcO//bdILPyIFI=
3,0,g9BEfp26CE2h3fGCfnWIGlPewCs=,j3mf1DL3MIw9YCm0V+nQB4eO+Ac=
3,5,g9BEfp26CE2h3fGCfnWIGlPewCs=,C/gmTFj7J9sRuOcO//bdILPyIFI=
4,5,g9BEfp26CE2h3fGCfnWIGlPewCs=,C/gmTFj7J9sRuOcO//bdILPyIFI=
4,0,g9BEfp26CE2h3fGCfnWIGlPewCs=,C/gmTFj7J9sRuOcO//bdILPyIFI=
4,1,g9BEfp26CE2h3fGCfnWIGlPewCs=,C/gmTFj7J9sRuOcO//bdILPyIFI=
5,5,g9BEfp26CE2h3fGCfnWIGlPewCs=,ChVXD0yvsIcL0KesQ1PPuUF9/6k=
5,0,g9BEfp26CE2h3fGCfnWIGlPewCs=,wnWJSTZRlqUbEehUKzWpwyjBJEU=
5,4,g9BEfp26CE2h3fGCfnWIGlPewCs=,2lZArUgBbXx9vfHaIixT9vmD5bo=
5,1,g9BEfp26CE2h3fGCfnWIGlPewCs=,2lZArUgBbXx9vfHaIixT9vmD5bo=
5,3,g9BEfp26CE2h3fGCfnWIGlPewCs=,2lZArUgBbXx9vfHaIixT9vmD5bo=
5,2,g9BEfp26CE2h3fGCfnWIGlPewCs=,2lZArUgBbXx9vfHaIixT9vmD5bo=
